game_id,listing_id,platform_guess,is_standard_edition,is_bundle,is_excluded,exclude_reason,needs_detail_scrape,seen_count,best_rank,price_raw,sold_flag_raw,listing_url,title_raw
pragmata_switch2,m52749538593,Switch 2,1,0,0,,1,1,76,6800,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m52749538593,新作PRAGMATA Nintendo Switch2新品未使用未開封
pragmata_switch2,m93384148786,Switch 2,1,0,0,,1,1,76,7380,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m93384148786,NintendoSwitch2プラグマタ新品未開封
pragmata_switch2,m56336929770,Switch 2,1,0,0,,1,2,76,6600,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m56336929770,Switch2 プラグマタ
pragmata_switch2,m22020733009,Switch 2,1,0,0,,1,1,77,6900,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m22020733009,Switch2 プラグマタ
pragmata_switch2,m58061323350,Switch 2,1,0,0,,1,1,77,6500,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m58061323350,Switch2 プラグマタ
pragmata_switch2,m91134204916,unknown,1,0,0,,1,1,78,6888,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m91134204916,PRAGMATA CAPCOM Nintendo Switch プラグマタ
pragmata_switch2,m12177311552,Switch 2,1,0,0,,1,1,80,6200,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m12177311552,PRAGMATA Nintendo Switch 2 ソフト
pragmata_switch2,m65630147568,Switch 2,1,0,0,,1,1,80,6500,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m65630147568,PRAGMATA Switch2 プラグマタ
pragmata_switch2,m15733307889,Switch 2,1,0,0,,1,1,80,6700,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m15733307889,Switch2 PRAGMATA プラグマタ新品未使用未開封コード付き
pragmata_switch2,m78454105431,Switch 2,1,0,0,,1,1,81,7000,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m78454105431,【早期購入特典付き】プラグマタ　PRAGMATA Switch2ソフト
pragmata_switch2,m62585805755,Switch 2,1,0,0,,1,1,82,6900,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m62585805755,Switch2 プラグマタ
pragmata_switch2,m91956111819,Switch 2,1,0,0,,1,1,82,5800,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m91956111819,【USED美品】プラグマタ Switch2 PRAGMATA カプコン
pragmata_switch2,m43093350170,Switch 2,1,0,0,,1,1,83,6499,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m43093350170,PRAGMATA Switch2 プラグマタ
pragmata_switch2,m98495700262,Switch 2,1,0,0,,1,1,83,6500,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m98495700262,Switch2 プラグマタ
pragmata_switch2,m43028752758,unknown,1,0,0,,1,1,84,7500,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m43028752758,プラグマタ　Switch
pragmata_switch2,m60709076254,Switch 2,1,0,0,,1,1,84,6300,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m60709076254,Switch2 プラグマタ [早期購入特典未使用]
